0	1000	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	100000
2400	3.0179e+22	6.0358e+22	9.0537e+22	1.20716e+23	1.50895e+23	1.81074e+23	2.11253e+23	2.41432e+23	2.71611e+23	3.0179e+23	3.31969e+23	3.62148e+23	3.92327e+23	4.22506e+23	4.52685e+23	4.82864e+23	5.13043e+23	5.43222e+23	5.73401e+23	3.0179e+24
2450	2.95631e+22	5.91262e+22	8.86894e+22	1.18252e+23	1.47816e+23	1.77379e+23	2.06942e+23	2.36505e+23	2.66068e+23	2.95631e+23	3.25194e+23	3.54757e+23	3.84321e+23	4.13884e+23	4.43447e+23	4.7301e+23	5.02573e+23	5.32136e+23	5.61699e+23	2.95631e+24
2500	2.89719e+22	5.79437e+22	8.69156e+22	1.15887e+23	1.44859e+23	1.73831e+23	2.02803e+23	2.31775e+23	2.60747e+23	2.89719e+23	3.1869e+23	3.47662e+23	3.76634e+23	4.05606e+23	4.34578e+23	4.6355e+23	4.92522e+23	5.21493e+23	5.50465e+23	2.89719e+24
2550	2.84038e+22	5.68076e+22	8.52113e+22	1.13615e+23	1.42019e+23	1.70423e+23	1.98826e+23	2.2723e+23	2.55634e+23	2.84038e+23	3.12442e+23	3.40845e+23	3.69249e+23	3.97653e+23	4.26057e+23	4.5446e+23	4.82864e+23	5.11268e+23	5.39672e+23	2.84038e+24
2600	2.78576e+22	5.57151e+22	8.35727e+22	1.1143e+23	1.39288e+23	1.67145e+23	1.95003e+23	2.2286e+23	2.50718e+23	2.78576e+23	3.06433e+23	3.34291e+23	3.62148e+23	3.90006e+23	4.17863e+23	4.45721e+23	4.73578e+23	5.01436e+23	5.29294e+23	2.78576e+24
2650	2.73319e+22	5.46639e+22	8.19958e+22	1.09328e+23	1.3666e+23	1.63992e+23	1.91324e+23	2.18656e+23	2.45987e+23	2.73319e+23	3.00651e+23	3.27983e+23	3.55315e+23	3.82647e+23	4.09979e+23	4.37311e+23	4.64643e+23	4.91975e+23	5.19307e+23	2.73319e+24
2700	2.68258e+22	5.36516e+22	8.04774e+22	1.07303e+23	1.34129e+23	1.60955e+23	1.87781e+23	2.14606e+23	2.41432e+23	2.68258e+23	2.95084e+23	3.21909e+23	3.48735e+23	3.75561e+23	4.02387e+23	4.29213e+23	4.56038e+23	4.82864e+23	5.0969e+23	2.68258e+24
2750	2.6338e+22	5.26761e+22	7.90141e+22	1.05352e+23	1.3169e+23	1.58028e+23	1.84366e+23	2.10704e+23	2.37042e+23	2.6338e+23	2.89719e+23	3.16057e+23	3.42395e+23	3.68733e+23	3.95071e+23	4.21409e+23	4.47747e+23	4.74085e+23	5.00423e+23	2.6338e+24
2800	2.58677e+22	5.17355e+22	7.76032e+22	1.03471e+23	1.29339e+23	1.55206e+23	1.81074e+23	2.06942e+23	2.3281e+23	2.58677e+23	2.84545e+23	3.10413e+23	3.3628e+23	3.62148e+23	3.88016e+23	4.13884e+23	4.39751e+23	4.65619e+23	4.91487e+23	2.58677e+24
2850	2.54139e+22	5.08278e+22	7.62417e+22	1.01656e+23	1.2707e+23	1.52483e+23	1.77897e+23	2.03311e+23	2.28725e+23	2.54139e+23	2.79553e+23	3.04967e+23	3.30381e+23	3.55795e+23	3.81209e+23	4.06623e+23	4.32036e+23	4.5745e+23	4.82864e+23	2.54139e+24
2900	2.49757e+22	4.99515e+22	7.49272e+22	9.99029e+22	1.24879e+23	1.49854e+23	1.7483e+23	1.99806e+23	2.24782e+23	2.49757e+23	2.74733e+23	2.99709e+23	3.24685e+23	3.4966e+23	3.74636e+23	3.99612e+23	4.24588e+23	4.49563e+23	4.74539e+23	2.49757e+24
2950	2.45524e+22	4.91048e+22	7.36573e+22	9.82097e+22	1.22762e+23	1.47315e+23	1.71867e+23	1.96419e+23	2.20972e+23	2.45524e+23	2.70077e+23	2.94629e+23	3.19181e+23	3.43734e+23	3.68286e+23	3.92839e+23	4.17391e+23	4.41944e+23	4.66496e+23	2.45524e+24
3000	2.41432e+22	4.82864e+22	7.24296e+22	9.65728e+22	1.20716e+23	1.44859e+23	1.69002e+23	1.93146e+23	2.17289e+23	2.41432e+23	2.65575e+23	2.89719e+23	3.13862e+23	3.38005e+23	3.62148e+23	3.86291e+23	4.10435e+23	4.34578e+23	4.58721e+23	2.41432e+24
3050	2.37474e+22	4.74948e+22	7.12423e+22	9.49897e+22	1.18737e+23	1.42485e+23	1.66232e+23	1.89979e+23	2.13727e+23	2.37474e+23	2.61222e+23	2.84969e+23	3.08716e+23	3.32464e+23	3.56211e+23	3.79959e+23	4.03706e+23	4.27454e+23	4.51201e+23	2.37474e+24
3100	2.33644e+22	4.67288e+22	7.00932e+22	9.34576e+22	1.16822e+23	1.40186e+23	1.63551e+23	1.86915e+23	2.1028e+23	2.33644e+23	2.57008e+23	2.80373e+23	3.03737e+23	3.27102e+23	3.50466e+23	3.7383e+23	3.97195e+23	4.20559e+23	4.43924e+23	2.33644e+24
3150	2.29935e+22	4.59871e+22	6.89806e+22	9.19741e+22	1.14968e+23	1.37961e+23	1.60955e+23	1.83948e+23	2.06942e+23	2.29935e+23	2.52929e+23	2.75922e+23	2.98916e+23	3.21909e+23	3.44903e+23	3.67897e+23	3.9089e+23	4.13884e+23	4.36877e+23	2.29935e+24
3200	2.26343e+22	4.52685e+22	6.79028e+22	9.0537e+22	1.13171e+23	1.35806e+23	1.5844e+23	1.81074e+23	2.03708e+23	2.26343e+23	2.48977e+23	2.71611e+23	2.94245e+23	3.1688e+23	3.39514e+23	3.62148e+23	3.84782e+23	4.07417e+23	4.30051e+23	2.26343e+24
